,title,price,city,datetime,nb_rooms,nb_baths,surface_area,equipement,link
1507,Appartement à vendre 68 m² à Casablanca,390 000 DH,Casablanca,"9/24/2024, 3:16:21 PM",3,1,68,,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_68_m%C2%B2_%C3%A0_Casablanca_55567751.htm
1508,Appartement à vendre 55 m² à Casablanca,380 000 DH,Casablanca,"9/24/2024, 3:14:02 PM",2,1,,Parking,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_55_m%C2%B2_%C3%A0_Casablanca_55567737.htm
1509,61163-Vente Appt à Casablanca Maarif de 163 m²,2 282 000 DH,Casablanca,"9/24/2024, 3:07:28 PM",3,1,163,"Ascenseur, Chauffage, Duplex, Sécurité",https://www.avito.ma/fr/maarif/appartements/61163_Vente_Appt_%C3%A0_Casablanca_Maarif_de_163_m%C2%B2_55567695.htm
1510,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jCl?utm_source=avito_integration&utm_medium=listing_integration
1511,Vente Appartement 4 pièces de 164 m2 à Casablanca,1 800 000 DH,Casablanca,"9/24/2024, 3:03:18 PM",3,2,164,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/centre_ville/appartements/Vente_Appartement_4_pi%C3%A8ces_de_164_m2_%C3%A0_Casablanca_55567682.htm
1512,Vente Appartement 5 pièces de 85 m2 à Casablanca,630 000 DH,Casablanca,"9/24/2024, 3:03:15 PM",3,2,85,"Ascenseur, Parking",https://www.avito.ma/fr/sidi_bernoussi/appartements/Vente_Appartement_5_pi%C3%A8ces_de_85_m2_%C3%A0_Casablanca_55567681.htm
1513,Appartement à vendre 135 m² casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/24/2024, 2:27:08 PM",,,,,https://www.avito.ma/fr/casablanca_finance_city/appartements/Appartement_%C3%A0_vendre_135_m%C2%B2_casablanca__55567487.htm
1514,Appartement Moderne et Spacieux à Maarif Amirat,1 690 000 DH,Casablanca,"9/24/2024, 2:15:27 PM",2,2,106,"Ascenseur, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/maarif/appartements/Appartement_Moderne_et_Spacieux_%C3%A0_Maarif_Amirat_55567386.htm
1515,,,,,,,,,https://immoneuf.avito.ma/fr/unite/j0t?utm_source=avito_integration&utm_medium=listing_integration
1516,Appartement à vendre 97 m² à Casablanca,1 650 000 DH,Casablanca,"9/24/2024, 1:03:06 PM",2,2,121,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Casablanca_55566945.htm
1517,Appartement à vendre 54 m² à Casablanca,360 000 DH,Casablanca,"9/24/2024, 1:02:09 PM",2,,,,https://www.avito.ma/fr/sidi_othmane/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Casablanca_55566938.htm
1518,Appartement à vendre 96 m² à Casablanca,480 000 DH,Casablanca,"9/24/2024, 12:58:34 PM",2,,,,https://www.avito.ma/fr/sbata/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Casablanca_55566911.htm
1519,Appartement à vendre 65 m² à Casablanca,1 500 000 DH,Casablanca,"9/24/2024, 12:54:10 PM",4,,,,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Casablanca_55566887.htm
1520,,,,,,,,,https://immoneuf.avito.ma/fr/unite/KRv?utm_source=avito_integration&utm_medium=listing_integration
1521,Appartement à vendre 110 m² à Casablanca,1 150 000 DH,Casablanca,"9/24/2024, 11:52:14 AM",3,2,119,Terrasse,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Casablanca_55566598.htm
1522,Appartement à vendre 85 m² Bourgogne,1 400 000 DH,Casablanca,"9/24/2024, 11:15:37 AM",2,2,,,https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_85_m%C2%B2_Bourgogne_55566379.htm
1523,Appartement à vendre 105 m² à Casablanca,1 250 000 DH,Casablanca,"9/24/2024, 11:15:03 AM",3,2,105,"Ascenseur, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/laimoune/appartements/Appartement_%C3%A0_vendre_105_m%C2%B2_%C3%A0_Casablanca_55566374.htm
1524,Appartement à vendre 82 m² à Casablanca,760 000 DH,Casablanca,"9/24/2024, 10:49:26 AM",2,2,,,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Casablanca_55503097.htm
1525,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jTO?utm_source=avito_integration&utm_medium=listing_integration
1526,Appartement 142 m² à Casablanca,1 900 000 DH,Casablanca,"9/24/2024, 10:42:06 AM",3,2,142,"Ascenseur, Balcon, Concierge, Parking",https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_142_m%C2%B2_%C3%A0_Casablanca_55566132.htm
1527,Appartement à vendre 113 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/24/2024, 10:41:52 AM",,,,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_113_m%C2%B2_%C3%A0_Casablanca_55566130.htm
1528,Appartement à vendre 50 m² à Casablanca,330 000 DH,Casablanca,"9/24/2024, 10:35:50 AM",2,1,,"Cuisine Équipée, Sécurité",https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55566091.htm
1529,Appartement à vendre 74 m² à Casablanca,590 000 DH,Casablanca,"9/24/2024, 9:59:38 AM",2,1,74,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Casablanca_55547411.htm
1530,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jTT?utm_source=avito_integration&utm_medium=listing_integration
1531,Appartement à vendre 52 m² à Casablanca,360 000 DH,Casablanca,"9/24/2024, 9:07:25 AM",2,1,52,,https://www.avito.ma/fr/hay_albaraka/appartements/Appartement_%C3%A0_vendre_52_m%C2%B2_%C3%A0_Casablanca_55565665.htm
1532,Appartement à vendre 140 m² à Casablanca,130 000 DH,Casablanca,"9/24/2024, 12:41:52 AM",3,2,20,"Balcon, Cuisine Équipée, Terrasse",https://www.avito.ma/fr/anfa/appartements/Appartement_%C3%A0_vendre_140_m%C2%B2_%C3%A0_Casablanca_55565145.htm
1533,Appartement à vendre 140 m² à Casablanca,130 000 DH,Casablanca,"9/23/2024, 11:20:01 PM",3,2,20,"Balcon, Terrasse",https://www.avito.ma/fr/anfa/appartements/Appartement_%C3%A0_vendre_140_m%C2%B2_%C3%A0_Casablanca_55565029.htm
1534,"Appartement à Errahma, Casablanca",350 000 DH,Casablanca,"9/23/2024, 10:19:51 PM",2,1,,,https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_Errahma__Casablanca_55564928.htm
1535,,,,,,,,,https://immoneuf.avito.ma/fr/unite/4q2?utm_source=avito_integration&utm_medium=listing_integration
1536,Appartement à vendre 60 m² à Casablanca,320 000 DH,Casablanca,"9/23/2024, 10:15:02 PM",2,1,,,https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca_55564897.htm
1537,Appartement à vendre 75 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/23/2024, 9:21:07 PM",,,,,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Casablanca_55564716.htm
1538,Appartement à vendre 115 m² à Casablanca,960 000 DH,Casablanca,"9/23/2024, 6:18:28 PM",2,1,115,"Ascenseur, Concierge, Parking, Sécurité",https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_115_m%C2%B2_%C3%A0_Casablanca_55563971.htm
1539,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jXE?utm_source=avito_integration&utm_medium=listing_integration
1540,Appartement à vendre 105 m² à Casablanca,1 350 000 DH,Casablanca,"9/23/2024, 6:13:05 PM",3,2,132,"Ascenseur, Balcon, Climatisation, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/nassim/appartements/Appartement_%C3%A0_vendre_105_m%C2%B2_%C3%A0_Casablanca_55563964.htm
1541,Appartement à vendre au quartier Alsace Loraine,1 400 000 DH,Casablanca,"9/23/2024, 5:39:05 PM",2,2,,"Ascenseur, Balcon, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/alsace_lorraine/appartements/Appartement_%C3%A0_vendre_au_quartier_Alsace_Loraine_55563793.htm
1542,Appartement à vendre 61 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/23/2024, 5:36:41 PM",,,,,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_61_m%C2%B2_%C3%A0_Casablanca_55563775.htm
1543,Appartement à vendre 67 m² à Casablanca,820 000 DH,Casablanca,"9/23/2024, 4:26:03 PM",2,1,70,"Ascenseur, Parking, Terrasse",https://www.avito.ma/fr/beaus%C3%A9jour/appartements/Appartement_%C3%A0_vendre_67_m%C2%B2_%C3%A0_Casablanca_55563433.htm
1544,,,,,,,,,https://immoneuf.avito.ma/fr/unite/joK?utm_source=avito_integration&utm_medium=listing_integration
1545,CMN-MA-1704 - Appartement à vendre à Burger,1 950 000 DH,Casablanca,"9/23/2024, 4:03:54 PM",2,1,191,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/maarif/appartements/CMN_MA_1704___Appartement_%C3%A0_vendre_%C3%A0_Burger_55563341.htm
1546,Appartement à vendre 84 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/23/2024, 3:08:04 PM",,,,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_%C3%A0_Casablanca_55563018.htm
1547,Appartement à vendre 79 m² à Casablanca,700 000 DH,Casablanca,"9/23/2024, 2:58:07 PM",2,1,79,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_79_m%C2%B2_%C3%A0_Casablanca_55562953.htm
1548,Appartement 3 pièces Dar Bouazza Arrahma,250 000 DH,Casablanca,"9/23/2024, 2:48:31 PM",2,1,49,,https://www.avito.ma/fr/errahma/appartements/Appartement_3_pi%C3%A8ces_Dar_Bouazza_Arrahma__55562889.htm
1549,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jza?utm_source=avito_integration&utm_medium=listing_integration
1550,Appartement à vendre 61 m² à Casablanca,400 000 DH,Casablanca,"9/23/2024, 1:36:40 PM",2,2,61,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_61_m%C2%B2_%C3%A0_Casablanca_55562373.htm
1551,CMN-MA-1701 - Appartement à vendre à Massira Khadra,2 800 000 DH,Casablanca,"9/23/2024, 11:50:35 AM",3,2,130,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/anfa/appartements/CMN_MA_1701___Appartement_%C3%A0_vendre_%C3%A0_Massira_Khadra_55561812.htm
1552,Appartement à vendre 58 m² à Casablanca,500 000 DH,Casablanca,"9/23/2024, 11:41:02 AM",2,1,58,"Balcon, Parking, Sécurité",https://www.avito.ma/fr/al_qods/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Casablanca_55561767.htm
1553,61589-Vente Appt à Casablanca Mandarouna de 104 m²,1 620 000 DH,Casablanca,"9/23/2024, 11:09:14 AM",3,2,104,"Ascenseur, Chauffage, Cuisine Équipée, Sécurité",https://www.avito.ma/fr/mandarona/appartements/61589_Vente_Appt_%C3%A0_Casablanca_Mandarouna_de_104_m%C2%B2_55561570.htm
1554,,,,,,,,,https://immoneuf.avito.ma/fr/unite/44o?utm_source=avito_integration&utm_medium=listing_integration
1555,Appartement haut standing à vendre à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/23/2024, 9:38:40 AM",,,,,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_haut_standing_%C3%A0_vendre_%C3%A0_Casablanca_54826532.htm
1556,Appartement à vendre 163 m² à Tamesna,1 250 000 DH,Urgent,,3,3,,"Ascenseur, Concierge, Parking, Sécurité",https://www.avito.ma/fr/tamesna/appartements/Appartement_%C3%A0_vendre_163_m%C2%B2_%C3%A0_Tamesna_55441992.htm
1557,Appartement à vendre 134 m² à Casablanca,2 400 000 DH,Casablanca,"9/23/2024, 7:57:46 AM",3,2,134,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/gauthier/appartements/Appartement_%C3%A0_vendre_134_m%C2%B2_%C3%A0_Casablanca_55560636.htm
1558,Appartement à vendre 50 m² à Casablanca,270 000 DH,Casablanca,"9/23/2024, 1:56:54 AM",2,1,50,,https://www.avito.ma/fr/lissasfa/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55560344.htm
1559,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jAQ?utm_source=avito_integration&utm_medium=listing_integration
1560,Appartement à vendre 70 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/23/2024, 12:37:19 AM",,,,,https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Casablanca_55560130.htm
1561,Appartement à vendre 115 m² à Casablanca,1 000 000 DH,Casablanca,"9/22/2024, 10:17:00 PM",3,2,120,,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_115_m%C2%B2_%C3%A0_Casablanca_55559812.htm
1562,Appartement à vendre 127 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/22/2024, 9:43:00 PM",,,,,https://www.avito.ma/fr/californie/appartements/Appartement_%C3%A0_vendre_127_m%C2%B2_%C3%A0_Casablanca_55559599.htm
1563,Appartement 149 m² à Casablanca,1 370 000 DH,Casablanca,"9/22/2024, 9:34:17 PM",4,2,149,"Balcon, Climatisation, Concierge, Duplex, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/nassim/appartements/Appartement_149_m%C2%B2_%C3%A0_Casablanca_43601298.htm
1564,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jaz?utm_source=avito_integration&utm_medium=listing_integration
1565,Appartement à vendre 108 m² à Casablanca,1 600 000 DH,Casablanca,"9/22/2024, 8:32:05 PM",2,2,108,"Ascenseur, Balcon, Climatisation, Concierge, Parking, Sécurité",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_108_m%C2%B2_%C3%A0_Casablanca_55559354.htm
1566,Appartement à vendre 42 m² à Casablanca,610 000 DH,Casablanca,"9/22/2024, 7:41:01 PM",1,1,42,,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_42_m%C2%B2_%C3%A0_Casablanca_55559119.htm
1567,Appartement à vendre 154 m² à Casablanca,2 000 000 DH,Casablanca,"9/22/2024, 6:40:36 PM",3,3,189,"Ascenseur, Concierge, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_154_m%C2%B2_%C3%A0_Casablanca_55558896.htm
1568,appartement 158 m2 a Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/22/2024, 6:40:03 PM",,,,,https://www.avito.ma/fr/sidi_moumen/appartements/appartement_158_m2_a_Casablanca__55558894.htm
1569,,,,,,,,,https://immoneuf.avito.ma/fr/unite/joJ?utm_source=avito_integration&utm_medium=listing_integration
1570,Appartement à vendre 120 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/22/2024, 6:37:45 PM",,,,,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Casablanca_55558888.htm
1571,Appartement à vendre 72 m² à Casablanca,650 000 DH,Casablanca,"9/22/2024, 4:46:47 PM",2,2,72,"Ascenseur, Concierge, Meublé, Parking, Sécurité",https://www.avito.ma/fr/ben_ejdia/appartements/Appartement_%C3%A0_vendre_72_m%C2%B2_%C3%A0_Casablanca_55558447.htm
1572,Appartement à vendre 78 m² à Temara,120 000 DH,Temara,"9/22/2024, 3:59:49 PM",2,2,84,,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Temara_55545392.htm
1573,Appartement à Deroua,PRIX NON SPÉCIFIÉ,Deroua,"9/22/2024, 3:33:35 PM",,,,,https://www.avito.ma/fr/deroua/appartements/Appartement_%C3%A0_Deroua_55558009.htm
1574,,,,,,,,,https://immoneuf.avito.ma/fr/unite/js5?utm_source=avito_integration&utm_medium=listing_integration
1575,Appartement à vendre 113 m² à Casablanca,1 600 000 DH,Casablanca,"9/22/2024, 2:17:01 PM",3,2,113,,https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_113_m%C2%B2_%C3%A0_Casablanca_55557707.htm
1576,Appartement 73 m² à Casablanca,580 000 DH,Casablanca,"9/22/2024, 1:38:16 PM",2,1,,"Cuisine Équipée, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_73_m%C2%B2_%C3%A0_Casablanca_55492185.htm
1577,"Apparemment à vendre à Ricoflores, Benslimane",780 000 DH,Benslimane,"9/22/2024, 12:35:58 PM",2,1,82,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/Apparemment_%C3%A0_vendre_%C3%A0_Ricoflores__Benslimane_55557163.htm
1578,Appartement à vendre 64 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/22/2024, 11:14:06 AM",,,,,https://www.avito.ma/fr/nassim/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Casablanca_55556711.htm
1579,,,,,,,,,https://immoneuf.avito.ma/fr/unite/4jl?utm_source=avito_integration&utm_medium=listing_integration
1580,Appartement à vendre 33 m² à Casablanca,160 000 DH,Casablanca,"9/22/2024, 10:37:02 AM",1,1,33,,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_33_m%C2%B2_%C3%A0_Casablanca_55556589.htm
1581,Appartement trèd haut standing 89 m² à l'Oasis,1 450 000 DH,Casablanca,"9/22/2024, 12:27:31 AM",2,2,89,"Ascenseur, Balcon, Climatisation, Concierge, Cuisine Équipée, Meublé",https://www.avito.ma/fr/oasis/appartements/Appartement_tr%C3%A8d_haut_standing_89_m%C2%B2_%C3%A0_l_Oasis__54166109.htm
1582,Appartement88 m² à Casablanca,1 250 000 DH,Casablanca,"9/21/2024, 11:17:41 PM",3,2,91,"Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Meublé, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement88_m%C2%B2_%C3%A0_Casablanca_55555984.htm
1583,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jX3?utm_source=avito_integration&utm_medium=listing_integration
1584,Appartement 86 m² à Casablanca,950 000 DH,Casablanca,"9/21/2024, 10:29:02 PM",3,1,86,"Cuisine Équipée, Meublé, Parking",https://www.avito.ma/fr/oulfa/appartements/Appartement_86_m%C2%B2_%C3%A0_Casablanca_55555784.htm
1585,Appartement à vendre 54 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/21/2024, 9:54:36 PM",,,,,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Casablanca_55555728.htm
1586,Appartement à vendre 97 m² à Casablanca,820 000 DH,Casablanca,"9/21/2024, 9:50:04 PM",3,1,97,,https://www.avito.ma/fr/hay_inara/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Casablanca_55555703.htm
1587,Appartement à vendre 142 m² à Casablanca,2 200 000 DH,Casablanca,"9/21/2024, 9:06:04 PM",3,2,140,,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_142_m%C2%B2_%C3%A0_Casablanca_55555511.htm
1588,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jF5?utm_source=avito_integration&utm_medium=listing_integration
1589,Appartement à vendre 95 m² à Casablanca,1 500 000 DH,Casablanca,"9/21/2024, 8:49:01 PM",2,1,98,,https://www.avito.ma/fr/abdelmoumen/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Casablanca_55555445.htm
1590,Appartement à vendre,1 760 000 DH,Casablanca,"9/21/2024, 7:05:15 PM",4,2,180,,https://www.avito.ma/fr/florida/appartements/Appartement_%C3%A0_vendre_55555089.htm
1591,Appartement 57 m² à Casablanca,1 150 000 DH,Casablanca,"9/21/2024, 5:59:39 PM",1,1,,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Meublé, Parking, Sécurité",https://www.avito.ma/fr/ben_ejdia/appartements/Appartement_57_m%C2%B2_%C3%A0_Casablanca_55524538.htm
1592,Vente Appartement 2 pièces de 44 m2 à Zenata,650 000 DH,Zenata,"9/21/2024, 5:53:32 PM",1,1,44,"Ascenseur, Terrasse",https://www.avito.ma/fr/zenata/appartements/Vente_Appartement_2_pi%C3%A8ces_de_44_m2_%C3%A0_Zenata_54060159.htm
1593,,,,,,,,,https://immoneuf.avito.ma/fr/unite/4qU?utm_source=avito_integration&utm_medium=listing_integration
1594,Appartement à vendre,370 000 DH,Casablanca,"9/21/2024, 4:47:09 PM",2,1,50,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre__54787515.htm
1595,Appartement à vendre 58 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/21/2024, 4:23:48 PM",,,,,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Casablanca_55540758.htm
1596,Appartement en vente 140 m² à Casablanca,1 720 000 DH,Casablanca,"9/21/2024, 3:59:34 PM",3,2,152,,https://www.avito.ma/fr/al_batha/appartements/Appartement_en_vente_140_m%C2%B2_%C3%A0_Casablanca_55158902.htm
1597,Appartement à vendre 82 m² à Casablanca,1 330 000 DH,Casablanca,"9/21/2024, 2:45:38 PM",2,2,,"Ascenseur, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/oasis/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Casablanca_52992701.htm
1598,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jCr?utm_source=avito_integration&utm_medium=listing_integration
1599,Appartement à vendre 51 m² à Casablanca,420 000 DH,Casablanca,"9/21/2024, 12:25:47 PM",2,1,,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_51_m%C2%B2_%C3%A0_Casablanca_55553211.htm
1600,Appartement à vendre 50 m² à Casablanca,270 000 DH,Casablanca,"9/21/2024, 11:21:03 AM",2,1,,Balcon,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55552787.htm
1601,appartement a vendre 100 m2,690 000 DH,Benslimane,"9/21/2024, 10:57:09 AM",2,1,108,"Ascenseur, Balcon, Cuisine Équipée",https://www.avito.ma/fr/al_filline/appartements/appartement_a_vendre_100_m2_55538966.htm
1602,Appartement à vendre 8 m² à Casablanca,15 000 DH,Casablanca,"9/21/2024, 4:38:48 AM",1,,,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Duplex, Meublé, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/a%C3%AFn_diab/appartements/Appartement_%C3%A0_vendre_8_m%C2%B2_%C3%A0_Casablanca_55551954.htm
1603,,,,,,,,,https://immoneuf.avito.ma/fr/unite/j0f?utm_source=avito_integration&utm_medium=listing_integration
1604,Appartement à vendre 50 m² à Casablanca,350 000 DH,Casablanca,"9/21/2024, 4:36:40 AM",2,1,,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55551946.htm
1605,appartement se trouve à firdaous oulfa,600 000 DH,Casablanca,"9/21/2024, 1:54:19 AM",2,1,56,Balcon,https://www.avito.ma/fr/oulfa/appartements/appartement_se_trouve_%C3%A0_firdaous_oulfa_55551918.htm
