,title,price,city,datetime,nb_rooms,nb_baths,surface_area,equipement,link
1400,Maison a vendre,PRIX NON SPÉCIFIÉ,Casablanca,"9/27/2024, 7:08:55 PM",,,,,https://www.avito.ma/fr/la_gironde/appartements/Maison_a_vendre__55581640.htm
1401,appartement,670 000 DH,Marrakech,"9/27/2024, 6:19:50 PM",2,2,61,"Ascenseur, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/hay_izdihar/appartements/appartement__55581486.htm
1402,62362-Vente Appt à Casablanca Les Princesses de 19,3 300 000 DH,Casablanca,"9/27/2024, 5:07:18 PM",4,2,198,"Ascenseur, Balcon, Chauffage, Climatisation, Cuisine Équipée, Meublé, Parking, Terrasse",https://www.avito.ma/fr/les_princesses/appartements/62362_Vente_Appt_%C3%A0_Casablanca_Les_Princesses_de_19_55581158.htm
1403,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jIA?utm_source=avito_integration&utm_medium=listing_integration
1404,Appartement à vendre 80 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/27/2024, 4:26:08 PM",,,,,https://www.avito.ma/fr/hay_sadri/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Casablanca_55580955.htm
1405,CMN-MA-1716 - Appartement à vendre à Racine,3 100 000 DH,Casablanca,"9/27/2024, 4:03:25 PM",2,2,162,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/racine/appartements/CMN_MA_1716___Appartement_%C3%A0_vendre_%C3%A0_Racine_55580837.htm
1406,"Appartement à vendre 59 m², Aïn Sebaâ",360 000 DH,Casablanca,"9/27/2024, 3:20:34 PM",2,1,,"Balcon, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_59_m%C2%B2__A%C3%AFn_Seba%C3%A2__55549035.htm
1407,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jHf?utm_source=avito_integration&utm_medium=listing_integration
1408,Vente Appartement 4 pièces de 161 m2 à Casablanca,2 080 000 DH,Casablanca,"9/27/2024, 2:33:17 PM",3,2,161,"Ascenseur, Balcon",https://www.avito.ma/fr/autre_secteur/appartements/Vente_Appartement_4_pi%C3%A8ces_de_161_m2_%C3%A0_Casablanca_55580426.htm
1409,Appartement,110 000 DH,Casablanca,"9/27/2024, 2:20:01 PM",3,2,92,,https://www.avito.ma/fr/oulfa/appartements/Appartement__55580302.htm
1410,Appartement à vendre 60 m² Costa Bouznika,500 000 DH,Bouznika,"9/27/2024, 1:47:52 PM",2,1,60,"Balcon, Cuisine Équipée",https://www.avito.ma/fr/plage_oued_cherrat/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_Costa_Bouznika_55580169.htm
1411,Appartement à vendre 52 m² à Casablanca,400 000 DH,Casablanca,"9/27/2024, 1:29:06 PM",2,1,52,Balcon,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_52_m%C2%B2_%C3%A0_Casablanca_55580062.htm
1412,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jTF?utm_source=avito_integration&utm_medium=listing_integration
1413,Appartement à vendre 200 m² à Casablanca,4 600 000 DH,Casablanca,"9/27/2024, 1:18:17 PM",3,3,300,"Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_200_m%C2%B2_%C3%A0_Casablanca_55579955.htm
1414,Appartement à vendre 148 m² à Casablanca,2 220 000 DH,Casablanca,"9/27/2024, 11:57:45 AM",3,2,148,,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_%C3%A0_vendre_148_m%C2%B2_%C3%A0_Casablanca_55443225.htm
1415,Appartement à vendre 195 m² à Casablanca,2 000 000 DH,Casablanca,"9/27/2024, 11:54:33 AM",3,2,195,"Balcon, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_195_m%C2%B2_%C3%A0_Casablanca_54593801.htm
1416,Appartement à vendre 71 m² à Casablanca,670 000 DH,Casablanca,"9/27/2024, 11:07:12 AM",2,1,71,Sécurité,https://www.avito.ma/fr/ben_m'sick/appartements/Appartement_%C3%A0_vendre_71_m%C2%B2_%C3%A0_Casablanca_55579360.htm
1417,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jCx?utm_source=avito_integration&utm_medium=listing_integration
1418,Vente Appartement 3 pièces de 86 m2 à Casablanca,1 150 000 DH,Casablanca,"9/27/2024, 8:33:15 AM",2,2,86,"Ascenseur, Parking",https://www.avito.ma/fr/val_fleuri/appartements/Vente_Appartement_3_pi%C3%A8ces_de_86_m2_%C3%A0_Casablanca_55578776.htm
1419,Vente Appartement 2 pièces de 59 m2 à Casablanca,1 080 000 DH,Casablanca,"9/27/2024, 8:33:13 AM",1,1,59,"Ascenseur, Parking, Terrasse",https://www.avito.ma/fr/riviera/appartements/Vente_Appartement_2_pi%C3%A8ces_de_59_m2_%C3%A0_Casablanca_55578775.htm
1420,Appartement à vendre 58 m² à Casablanca,495 000 DH,Casablanca,"9/27/2024, 7:53:01 AM",2,1,62,"Balcon, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Casablanca_55578691.htm
1421,Appartement 128 m² et magasin à vendre,1 350 000 DH,Casablanca,"9/26/2024, 9:49:05 PM",3,2,,,https://www.avito.ma/fr/oulfa/appartements/Appartement_128_m%C2%B2_et_magasin__%C3%A0_vendre__55573444.htm
1422,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jXW?utm_source=avito_integration&utm_medium=listing_integration
1423,Appartement à vendre 65 m² à Casablanca,55 000 DH,Casablanca,"9/26/2024, 9:17:01 PM",2,1,70,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Casablanca_55577973.htm
1424,Appartement à vendre 58 m² à Casablanca,490 000 DH,Casablanca,"9/26/2024, 8:04:12 PM",2,1,58,"Balcon, Sécurité",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Casablanca_55577714.htm
1425,"Appartement de 120m² à Sidi Maarouf, Casablanca",PRIX NON SPÉCIFIÉ,Casablanca,"9/26/2024, 7:01:01 PM",,,,,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_de_120m%C2%B2_%C3%A0_Sidi_Maarouf__Casablanca_55577502.htm
1426,61261-Vente Appt à Casablanca Cil de 106 m²,1 550 000 DH,Casablanca,"9/26/2024, 6:06:47 PM",3,1,106,,https://www.avito.ma/fr/c.i.l/appartements/61261_Vente_Appt_%C3%A0_Casablanca_Cil_de_106_m%C2%B2_55577344.htm
1427,,,,,,,,,https://immoneuf.avito.ma/fr/unite/4q8?utm_source=avito_integration&utm_medium=listing_integration
1428,Appartement à vendre 59 m² à Casablanca,360 000 DH,Casablanca,"9/26/2024, 5:54:53 PM",2,1,--,,https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_59_m%C2%B2_%C3%A0_Casablanca_55577293.htm
1429,Appartement à vendre 71 m² à Casablanca,450 000 DH,Casablanca,"9/26/2024, 5:24:23 PM",2,2,70,,https://www.avito.ma/fr/sbata/appartements/Appartement_%C3%A0_vendre_71_m%C2%B2_%C3%A0_Casablanca_55434940.htm
1430,Appartement à vendre 64 m² à Casablanca,640 000 DH,Casablanca,"9/26/2024, 4:52:38 PM",2,2,64,,https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Casablanca_55576976.htm
1431,CMN-AN-1653 - Appartement à vendre à Casablanca,3 000 000 DH,Casablanca,"9/26/2024, 4:34:15 PM",4,2,244,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/CMN_AN_1653___Appartement_%C3%A0_vendre_%C3%A0_Casablanca_55576834.htm
1432,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jTO?utm_source=avito_integration&utm_medium=listing_integration
1433,CMN-MA-1715 - Appartement à vendre à Bachkou,1 500 000 DH,Casablanca,"9/26/2024, 4:33:39 PM",2,2,100,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/bachkou/appartements/CMN_MA_1715___Appartement_%C3%A0_vendre_%C3%A0_Bachkou_55576820.htm
1434,Appartement à vendre 69 m² à Casablanca,550 000 DH,Casablanca,"9/26/2024, 3:30:10 PM",2,1,69,"Balcon, Cuisine Équipée, Terrasse",https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_69_m%C2%B2_%C3%A0_Casablanca_55576565.htm
1435,Appartement à vendre 84 m² à Casablanca,1 150 000 DH,Casablanca,"9/26/2024, 3:16:00 PM",2,2,84,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_%C3%A0_Casablanca_55576517.htm
1436,Appartement à vendre 56 m² à Casablanca,340 000 DH,Casablanca,"9/26/2024, 2:46:02 PM",2,1,,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Casablanca_55576361.htm
1437,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jFR?utm_source=avito_integration&utm_medium=listing_integration
1438,Appartement à vendre 56 m² à Casablanca,340 000 DH,Casablanca,"9/26/2024, 2:33:39 PM",2,1,56,,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Casablanca_55576284.htm
1439,Appartement à vendre 68 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/26/2024, 2:20:01 PM",,,,,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_68_m%C2%B2_%C3%A0_Casablanca_55576186.htm
1440,Appartement à vendre 40 m² à Casablanca,820 000 DH,Casablanca,"9/26/2024, 1:46:04 PM",1,1,52,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/casablanca_finance_city/appartements/Appartement_%C3%A0_vendre_40_m%C2%B2_%C3%A0_Casablanca_55341139.htm
1441,Appartement à vendre 78 m² à Casablanca,720 000 DH,Casablanca,"9/26/2024, 1:20:13 PM",2,2,,"Ascenseur, Balcon, Cuisine Équipée, Sécurité",https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Casablanca_54862237.htm
1442,,,,,,,,,https://immoneuf.avito.ma/fr/unite/j0Z?utm_source=avito_integration&utm_medium=listing_integration
1443,Appartement à vendre 50 m² à Casablanca,250 000 DH,Casablanca,"9/26/2024, 12:55:11 PM",2,1,50,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55575625.htm
1444,Appartement à vendre 56 m² à Casablanca,420 000 DH,Casablanca,"9/26/2024, 12:50:48 PM",2,1,56,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Casablanca_55575606.htm
1445,Appartement à vendre 75 m² à Casablanca,600 000 DH,Casablanca,"9/26/2024, 12:10:39 PM",2,2,82,,https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Casablanca_55575470.htm
1446,Appartement à vendre 123 m² à Casablanca,1 550 000 DH,Casablanca,"9/26/2024, 11:54:49 AM",3,2,,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_123_m%C2%B2_%C3%A0_Casablanca_55392744.htm
1447,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jUZ?utm_source=avito_integration&utm_medium=listing_integration
1448,Appartement à vendre 80 m² à Casablanca,820 000 DH,Casablanca,"9/26/2024, 11:42:19 AM",3,2,80,"Ascenseur, Balcon, Cuisine Équipée, Sécurité, Terrasse",https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Casablanca_54975850.htm
1449,Appartement à vendre 77 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/26/2024, 11:35:59 AM",,,,,https://www.avito.ma/fr/a%C3%AFn_borja/appartements/Appartement_%C3%A0_vendre_77_m%C2%B2_%C3%A0_Casablanca_55575304.htm
1450,Appartement à vendre 52 m² à Casablanca,300 000 DH,Casablanca,"9/26/2024, 11:26:12 AM",2,1,52,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_52_m%C2%B2_%C3%A0_Casablanca_55575255.htm
1451,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jUM?utm_source=avito_integration&utm_medium=listing_integration
1452,Appartement à vendre 84 m² à Casablanca,845 000 DH,Casablanca,"9/26/2024, 11:20:23 AM",3,2,84,"Ascenseur, Balcon, Cuisine Équipée, Sécurité, Terrasse",https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_%C3%A0_Casablanca_54975985.htm
1453,Appartement à vendre 56 m² à Casablanca,470 000 DH,Casablanca,"9/26/2024, 10:28:03 AM",2,1,56,,https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Casablanca_55574842.htm
1454,Vente Appartement 4 pièces de 173 m2 à Casablanca,1 450 000 DH,Casablanca,"9/26/2024, 8:56:52 AM",3,2,173,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/Vente_Appartement_4_pi%C3%A8ces_de_173_m2_%C3%A0_Casablanca_55443174.htm
1455,Appartement à vendre 77 m² à Casablanca,70 DH,Casablanca,"9/26/2024, 8:43:12 AM",3,2,77,"Ascenseur, Balcon, Climatisation, Concierge, Sécurité",https://www.avito.ma/fr/a%C3%AFn_borja/appartements/Appartement_%C3%A0_vendre_77_m%C2%B2_%C3%A0_Casablanca_55574340.htm
1456,,,,,,,,,https://immoneuf.avito.ma/fr/unite/4ji?utm_source=avito_integration&utm_medium=listing_integration
1457,BEL Appartement 3 Ch. BOURGOGNE,1 690 000 DH,Casablanca,"9/26/2024, 2:22:20 AM",3,1,98,"Ascenseur, Parking",https://www.avito.ma/fr/bourgogne/appartements/BEL_Appartement_3_Ch__BOURGOGNE_55574023.htm
1458,Appartement à vendre 109 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/25/2024, 11:41:09 PM",,,,,https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_109_m%C2%B2_%C3%A0_Casablanca_55573801.htm
1459,Appartement à vendre 78 m² à Casablanca,720 000 DH,Casablanca,"9/25/2024, 8:53:07 PM",2,2,90,,https://www.avito.ma/fr/al_qods/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Casablanca_55573346.htm
1460,61978-Vente Appt à Casablanca Les Princesses de 80,1 170 000 DH,Casablanca,"9/25/2024, 6:07:19 PM",2,1,80,"Ascenseur, Balcon",https://www.avito.ma/fr/les_princesses/appartements/61978_Vente_Appt_%C3%A0_Casablanca_Les_Princesses_de_80_55572911.htm
1461,,,,,,,,,https://immoneuf.avito.ma/fr/unite/stF?utm_source=avito_integration&utm_medium=listing_integration
1462,61713-Vente Appt à Casablanca Bourgogne (Anfa) de,1 459 500 DH,Casablanca,"9/25/2024, 6:06:54 PM",2,1,130,"Ascenseur, Chauffage, Cuisine Équipée, Parking",https://www.avito.ma/fr/bourgogne/appartements/61713_Vente_Appt_%C3%A0_Casablanca_Bourgogne__Anfa__de__55572909.htm
1463,61364-Vente Appt à Casablanca Oulfa de 65 m²,750 000 DH,Casablanca,"9/25/2024, 5:07:31 PM",2,1,65,"Ascenseur, Balcon, Chauffage, Climatisation, Parking, Sécurité",https://www.avito.ma/fr/oulfa/appartements/61364_Vente_Appt_%C3%A0_Casablanca_Oulfa_de_65_m%C2%B2_55572646.htm
1464,61705-Vente Appt à Casablanca Bourgogne (Anfa) de,1 537 726 DH,Casablanca,"9/25/2024, 4:06:55 PM",2,1,134,"Ascenseur, Cuisine Équipée, Parking",https://www.avito.ma/fr/bourgogne/appartements/61705_Vente_Appt_%C3%A0_Casablanca_Bourgogne__Anfa__de__55572339.htm
1465,Appartement à vendre 83 m² à Casablanca,1 200 000 DH,Casablanca,"9/25/2024, 3:38:16 PM",2,1,83,Ascenseur,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_83_m%C2%B2_%C3%A0_Casablanca__55572288.htm
1466,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jX4?utm_source=avito_integration&utm_medium=listing_integration
1467,Appartement à vendre Casablanca boulevard Dris 1er,PRIX NON SPÉCIFIÉ,Casablanca,"9/25/2024, 3:37:02 PM",,,,,https://www.avito.ma/fr/abdelmoumen/appartements/Appartement_%C3%A0_vendre_Casablanca_boulevard_Dris_1er_55572276.htm
1468,Appartement à vendre 58 m² à Casablanca,495 000 DH,Casablanca,"9/25/2024, 3:20:55 PM",2,1,60,"Balcon, Cuisine Équipée, Parking",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Casablanca_55572202.htm
1469,61701-Vente Appt à Casablanca Bourgogne (Anfa) de,1 979 941 DH,Casablanca,"9/25/2024, 3:09:34 PM",3,2,176,"Ascenseur, Cuisine Équipée, Parking",https://www.avito.ma/fr/bourgogne/appartements/61701_Vente_Appt_%C3%A0_Casablanca_Bourgogne__Anfa__de__55572142.htm
1470,61697-Vente Appt à Casablanca Bourgogne (Anfa) de,1 528 805 DH,Casablanca,"9/25/2024, 3:09:20 PM",2,1,140,"Ascenseur, Cuisine Équipée",https://www.avito.ma/fr/bourgogne/appartements/61697_Vente_Appt_%C3%A0_Casablanca_Bourgogne__Anfa__de__55572140.htm
1471,,,,,,,,,https://immoneuf.avito.ma/fr/unite/ixl?utm_source=avito_integration&utm_medium=listing_integration
1472,61371-Vente Appt à Casablanca Bourgogne (Anfa) de,1 473 219 DH,Casablanca,"9/25/2024, 3:09:07 PM",2,1,132,"Ascenseur, Chauffage, Cuisine Équipée, Parking",https://www.avito.ma/fr/bourgogne/appartements/61371_Vente_Appt_%C3%A0_Casablanca_Bourgogne__Anfa__de__55572135.htm
1473,Appartement à vendre CASABLANCA-MAARIF,1 500 000 DH,Casablanca,"9/25/2024, 3:09:19 PM",2,1,,,https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_CASABLANCA_MAARIF_55572138.htm
1474,Appartement à vendre 75 m² à Casablanca,480 000 DH,Casablanca,"9/25/2024, 2:13:01 PM",3,2,75,"Balcon, Cuisine Équipée, Terrasse",https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Casablanca_55571795.htm
1475,Appartement à vendre 111 m² à Casablanca,PRIX NON SPÉCIFIÉ,Casablanca,"9/25/2024, 1:45:01 PM",,,,,https://www.avito.ma/fr/palmier/appartements/Appartement_%C3%A0_vendre_111_m%C2%B2_%C3%A0_Casablanca_55571650.htm
1476,,,,,,,,,https://immoneuf.avito.ma/fr/unite/sPG?utm_source=avito_integration&utm_medium=listing_integration
1477,sidi moumen Casablanca,470 000 DH,Casablanca,"9/25/2024, 12:52:41 PM",2,1,70,"Ascenseur, Balcon, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/sidi_moumen/appartements/sidi_moumen_Casablanca__55571445.htm
1478,Appartement à vendre à Casablanca Oulfa,400 000 DH,Casablanca,"9/25/2024, 12:27:35 PM",1,1,,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_%C3%A0_Casablanca_Oulfa_55571319.htm
1479,CMN-AC-1789 - Appartement à vendre à Californie,2 100 000 DH,Casablanca,"9/25/2024, 12:03:44 PM",3,2,212,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/californie/appartements/CMN_AC_1789___Appartement_%C3%A0_vendre_%C3%A0_Californie_55571194.htm
1480,CMN-AC-1788 - Appartement à vendre à Californie,1 900 000 DH,Casablanca,"9/25/2024, 12:03:24 PM",3,2,131,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/californie/appartements/CMN_AC_1788___Appartement_%C3%A0_vendre_%C3%A0_Californie_55571192.htm
1481,,,,,,,,,https://immoneuf.avito.ma/fr/unite/47F?utm_source=avito_integration&utm_medium=listing_integration
1482,Appartement à vendre 120 m² à Casablanca,1 500 000 DH,Casablanca,"9/25/2024, 11:45:37 AM",2,3,,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Duplex, Parking, Sécurité",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Casablanca_55021710.htm
1483,CMN-SI-1641 - Appartement à vendre à Bourgogne Est,2 900 000 DH,Casablanca,"9/25/2024, 11:33:22 AM",4,2,245,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/bourgogne/appartements/CMN_SI_1641___Appartement_%C3%A0_vendre_%C3%A0_Bourgogne_Est_55571034.htm
1484,Appartement à vendre 33 m² à Casablanca,759 000 DH,Casablanca,"9/25/2024, 11:22:01 AM",1,1,33,"Ascenseur, Balcon, Climatisation, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_33_m%C2%B2_%C3%A0_Casablanca_55570938.htm
1485,CMN-MA-1708 - Appartement à vendre à Maârif,2 150 000 DH,Casablanca,"9/25/2024, 11:04:22 AM",3,2,137,"Ascenseur, Duplex, Parking",https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/CMN_MA_1708___Appartement_%C3%A0_vendre_%C3%A0_Ma%C3%A2rif_55570833.htm
1486,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jF7?utm_source=avito_integration&utm_medium=listing_integration
1487,CMN-MA-1711 - Appartement à vendre à Racine,2 350 000 DH,Casablanca,"9/25/2024, 11:03:58 AM",3,2,152,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/racine/appartements/CMN_MA_1711___Appartement_%C3%A0_vendre_%C3%A0_Racine_55570831.htm
1488,CMN-MA-1712 - Appartement à vendre à Les princesses,1 900 000 DH,Casablanca,"9/25/2024, 11:03:37 AM",3,1,160,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_1712___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_55570830.htm
1489,CMN-MA-1706 - Appartement à vendre à Bir Anzarane,1 950 000 DH,Casablanca,"9/25/2024, 10:34:12 AM",3,2,166,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/maarif/appartements/CMN_MA_1706___Appartement_%C3%A0_vendre_%C3%A0_Bir_Anzarane_55570602.htm
1490,CMN-MA-1709 - Appartement à vendre à Val Fleurie,2 650 000 DH,Casablanca,"9/25/2024, 10:34:05 AM",4,2,234,"Ascenseur, Balcon, Terrasse",https://www.avito.ma/fr/val_fleuri/appartements/CMN_MA_1709___Appartement_%C3%A0_vendre_%C3%A0_Val_Fleurie_55570601.htm
1491,,,,,,,,,https://immoneuf.avito.ma/fr/unite/js5?utm_source=avito_integration&utm_medium=listing_integration
1492,CMN-MA-1710 - Appartement à vendre à Les princesses,1 750 000 DH,Casablanca,"9/25/2024, 10:33:36 AM",3,2,118,Ascenseur,https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_1710___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_55570596.htm
1493,CMN-SI-1640 - Appartement à vendre à Gauthier,4 100 000 DH,Casablanca,"9/25/2024, 10:03:27 AM",3,2,181,"Ascenseur, Parking",https://www.avito.ma/fr/gauthier/appartements/CMN_SI_1640___Appartement_%C3%A0_vendre_%C3%A0_Gauthier_55570421.htm
1494,Appartement à vendre 55 m² à Casablanca,544 500 DH,Casablanca,"9/25/2024, 9:53:44 AM",2,1,55,"Balcon, Climatisation, Concierge, Cuisine Équipée, Sécurité",https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_55_m%C2%B2_%C3%A0_Casablanca_51383292.htm
1495,,,,,,,,,https://immoneuf.avito.ma/fr/unite/476?utm_source=avito_integration&utm_medium=listing_integration
1496,Appartement à vendre 93 m² à Casablanca,1 100 000 DH,Casablanca,"9/25/2024, 9:43:39 AM",3,2,91,"Ascenseur, Parking, Sécurité",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_93_m%C2%B2_%C3%A0_Casablanca_55538412.htm
1497,Appartement à vendre 180 m² à Casablanca,3 800 000 DH,Casablanca,"9/25/2024, 8:54:29 AM",3,3,271,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Meublé, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/californie/appartements/Appartement_%C3%A0_vendre_180_m%C2%B2_%C3%A0_Casablanca_51050468.htm
1498,Appartement à vendre 150 m² à Casablanca,2 000 000 DH,Casablanca,"9/25/2024, 8:52:26 AM",3,2,150,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_150_m%C2%B2_%C3%A0_Casablanca_54198267.htm
1499,Appartement à vendre 58 m² à Casablanca,500 000 DH,Casablanca,"9/24/2024, 8:44:06 PM",2,1,58,"Balcon, Concierge, Parking",https://www.avito.ma/fr/al_qods/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Casablanca_55569192.htm
1500,,,,,,,,,https://immoneuf.avito.ma/fr/unite/jTY?utm_source=avito_integration&utm_medium=listing_integration
1501,Appartement à vendre 74 m² à anassi Casablanca,520 000 DH,Casablanca,"9/24/2024, 6:44:07 PM",2,2,,"Ascenseur, Cuisine Équipée, Sécurité",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_anassi_Casablanca_55568771.htm
1502,61691-Vente Appt à Casablanca Bourgogne (Anfa) de,2 400 000 DH,Casablanca,"9/24/2024, 6:09:00 PM",5,2,186,"Ascenseur, Cuisine Équipée, Meublé, Parking",https://www.avito.ma/fr/bourgogne/appartements/61691_Vente_Appt_%C3%A0_Casablanca_Bourgogne__Anfa__de__55568645.htm
1503,Appartement 68 m² à Casablanca,680 000 DH,Casablanca,"9/24/2024, 5:52:05 PM",2,1,68,Balcon,https://www.avito.ma/fr/oulfa/appartements/Appartement_68_m%C2%B2_%C3%A0_Casablanca_55568571.htm
1504,Appartement à vendre 66 m² à Casablanca,660 000 DH,Casablanca,"9/24/2024, 4:11:37 PM",2,1,66,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Sécurité",https://www.avito.ma/fr/a%C3%AFn_borja/appartements/Appartement_%C3%A0_vendre_66_m%C2%B2_%C3%A0_Casablanca_55535888.htm
1505,,,,,,,,,https://immoneuf.avito.ma/fr/unite/470?utm_source=avito_integration&utm_medium=listing_integration
1506,CMN-MA-1707 - Appartement à vendre à Maârif,770 000 DH,Casablanca,"9/24/2024, 3:33:24 PM",1,1,49,,https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/CMN_MA_1707___Appartement_%C3%A0_vendre_%C3%A0_Ma%C3%A2rif_55567865.htm
